Geneid	PCA2-infected_7h_SRR15896666
74104	589
245860	340
52231	302
74577	84
20872	4911
22145	10756
56812	216
19275	9
19711	0
13437	1489
13346	1
100503248	0
11790	2
69080	693
241118	0
74241	37
319998	4
98733	2
16322	6
71728	181
20536	2
620079	0
13838	16
18505	0
100039210	0
433323	53
23874	3852
68393	0
74205	838
195434	291
57814	0
20254	0
252903	235
69368	1563
100038695	2
69163	2816
20720	696
241128	1
100503052	107
26554	1412
210293	1862
241134	0
16367	1
100503073	4
76867	217
100503095	23
12829	8
12828	7
75734	3165
66261	7
15463	1194
80721	1
71386	0
20297	0
71227	0
77629	0
98496	5
227325	0
14897	1975
66153	203
71781	0
100503433	0
665317	0
381287	34
621875	26
100039742	8
665378	0
620078	8
100040213	0
100039794	0
665338	0
109032	2561
434484	706
100503502	0
100503045	0
20684	627
319997	902
12283	2805
64294	1542
71141	0
227326	0
70060	0
72792	2
70247	8641
15559	30
78795	122
227327	43
383538	5
17975	95716
100303740	29
80828	3
319336	204
14767	1
71863	0
19231	47085
100502660	4
18582	1930
26895	591
18159	1
208718	414
620213	4597
11650	0
76768	0
11648	0
13599	0
69453	0
11447	0
11449	1
26987	5440
98363	1
227331	1924
100040591	48
73234	0
53972	1
319977	0
23956	1
16331	1202
77040	493
100217415	0
20215	6
100503175	19
227333	812
227334	491
394430	0
394434	0
394432	34
394435	3
94284	0
394433	3
22236	2
15504	174
394436	0
100040766	3
381280	2580
171382	0
75396	0
14659	126
100503197	0
320982	185
98402	11
347722	713
74403	250
14472	70
208372	0
74918	0
12778	0
108679	2390
433332	0
12835	1
171531	7
623503	0
19329	48
16978	2783
329207	41
51801	14157
67921	2726
50880	1190
227357	9
100503326	0
70788	4
227358	77
67444	3900
67086	2
55927	1670
18627	157
74019	506
65247	239
13345	0
208727	269
67273	5805
259040	0
258228	0
259041	0
259039	0
258274	0
258483	0
258484	0
257890	0
66915	9324
260301	254
14733	370
100504295	0
387167	0
241158	0
67446	326
108657	731
100037260	78
23830	225
64095	18
208760	0
16560	0
11611	0
71874	1
381284	0
208777	0
69821	813
269224	240
66385	2783
404545	1
110611	5577
18000	5197
227377	10
59041	722
51800	30
67026	535
66615	1350
21915	13834
66262	1313
98314	176
381334	0
100041596	0
666009	1
619597	0
241159	0
18566	2
67698	2003
100041686	6420
20452	915
100504401	0
227394	2
329217	1
67854	0
74441	0
634331	0
634346	0
52392	1313
227399	1281
252876	455
18484	585
78603	66
70866	0
100504494	130
241175	1
100504525	0
23836	0
320311	1
100504568	0
100504602	122
27392	280
227446	733
100042023	2
21934	5
635504	28
227449	600
98432	83
12043	2012
70750	1160
20479	2440
20724	0
71869	1
241196	1
20248	0
394252	0
383548	0
381286	0
66957	0
116872	0
18788	2
241197	96
20725	7
241201	0
227485	0
319901	44
636808	1
22099	11278
67949	5931
76707	1181
68204	206
81879	3
14633	0
16324	0
100502628	1
64143	165
226351	683
226352	72
19258	158
66343	337
226356	0
319229	0
170706	45
13167	19017
73103	811
68428	1899
226359	0
17167	0
13798	0
98452	0
72999	590
70829	378
15564	0
66942	2941
100502702	0
269109	0
74117	7509
74150	227
71111	0
72585	0
210356	1
107895	361
72160	14
266645	43
100502745	3
72949	566
22625	6
226407	1234
226409	220
226412	2749
387147	1
67812	7491
226413	8
17219	9331
226414	5301
12767	1600
210417	3
100042740	46
13137	2
13136	824
22789	0
12269	0
12270	0
18640	376
226418	280
212439	30
64435	0
100502856	0
18703	0
69169	0
93672	0
58181	0
329244	0
16153	0
17164	4049
226419	1012
16865	930
54354	945
56489	239
14270	527
108900	301
26361	0
13034	4590
226421	176
320718	2
212933	1
98396	218
226422	320
98415	20196
212980	312
13714	396
213006	82
100502885	706
18557	64
723818	0
213409	0
213417	2
74137	541
68875	155
213452	579
213464	698
74626	42
21367	0
269116	0
100038653	0
16980	0
17248	724
240752	56
108954	1821
240753	45
100502933	0
68338	1
280287	0
19701	0
214253	0
20668	64
20643	35130
70579	2382
667118	1047
240754	13
381290	579
269120	5
116847	0
100502984	0
14264	0
100502999	8
12227	1519
667414	12
71884	5
12654	3
53311	2
11539	0
17928	1
68507	133
57439	2057
240755	0
72017	436
72674	1717
240756	648
98710	893
100503055	3
71001	0
75605	2108
20980	2
329251	95
320856	69
67196	1595
329252	51
13924	42
100038590	0
320139	4223
68724	632
171469	0
13710	0
215615	2134
21854	4977
93689	0
77552	0
226432	855
215690	490
13007	2158
27280	185
21952	6
16763	0
21956	3
18772	0
226438	0
66241	1333
226439	0
12292	1
16565	195
76422	1
67313	0
383563	5
67886	723
320054	78
67997	160
381293	517
71084	0
226442	746
100503460	18
100503474	0
26424	0
320138	220
735252	0
723890	0
19264	1876
338375	0
59125	654
545363	1
16876	0
69549	1871
75546	0
329260	632
170788	0
226470	442
12316	2283
14060	0
50702	0
624286	0
214403	0
545366	0
12628	0
240776	0
100503637	0
226472	0
214498	1398
26878	86
69367	4363
20822	250
56207	6694
19735	2418
246709	0
50778	788
624910	0
64214	3586
215378	0
100043240	3
791353	0
18783	1206
320019	1
19225	22
100502948	164
100043257	18
20028	0
226499	1478
108989	14215
96875	21
545370	0
73176	2
117198	5690
66875	1566
98685	712
19821	926
63913	150
66967	527
69399	733
66637	1940
269132	0
19731	65
100048152	0
71281	0
67771	6925
100503084	1
17970	1531
226517	1168
226518	6
16782	0
226519	71
626058	18
71836	54
13211	3992
74091	939
67792	5
19734	0
24014	1052
240816	8
240817	0
433365	8
240819	0
14645	1576
100503355	0
12290	24
15939	908
15064	75
58244	479
207792	3
100503411	0
19775	748
433367	4
72482	4209
16872	0
104009	581
74081	2797
208263	1426
240832	1513
329274	2
214575	1
170484	0
77352	1
100038991	6851
20652	1232
11352	601
30935	901
100503836	0
215015	186
433368	12
78255	707
72713	11
73435	0
226525	152
69953	1763
226527	36
89867	8
240843	0
11899	0
735253	0
23850	0
72025	1
26374	955
100217414	6
21960	1
67647	785
75255	62
329278	0
64659	15483
12301	19392
29809	4087
620246	10
620750	1
381305	1463
11905	50
240869	74
14455	41639
100217446	49
226539	906
70454	860
226541	415
73844	0
100502590	0
620839	30
11758	21136
22164	7
240873	0
14103	0
226551	1107
75368	6
67292	511
103967	1
474332	1
723821	0
387210	0
71449	536
53330	81
17926	2
100038657	0
226562	13129
226564	0
14261	0
55990	1
226565	0
14262	1
78258	0
18933	0
98376	304
240879	0
16579	619
240880	626
381306	46
69962	403
20339	200
20343	2274
20344	105
100503816	4
14067	82
116914	215
74895	453
66352	506
171567	537
11931	64
56429	0
16963	0
69476	1
83993	1
108735	563
226591	2865
240888	0
74106	275
70456	6708
271639	0
68481	84
100503268	0
226594	971
100503283	38
433375	16376
12503	57
100503297	4
100503933	162
18986	399
240892	0
59290	1
98558	0
100039795	1
100503318	88
27878	1646
71592	304
226601	0
226604	0
240894	0
100503962	0
226610	1
80914	2957
68944	5537
735254	1
56752	2766
66447	1941
240899	2
100503977	0
20183	0
110648	1
18514	1466
100502613	0
383613	0
66977	620
19737	3
19736	0
78465	0
15490	181
18214	7
107652	2734
16589	287
545378	0
622708	36
26904	87
76925	4
100504035	164
70729	208
320078	1
226641	653
80915	1268
435653	2
98752	6
100504052	81
14130	867
246256	50
14131	2216
75472	145
66052	5519
17528	1
66425	294
12355	7
641376	585
11807	59
14127	6786
226646	6422
240913	0
57370	853
19044	1100
30941	291
66155	6021
100504072	177
21945	614
27045	66
18637	7079
68874	66
71740	18
226652	1485
22278	335
226654	17
16456	17
56009	549
16429	0
18106	110
17085	267
75345	6
12506	4891
100041098	40
27218	70
12523	373
100038548	17
30925	4
93840	46
18071	0
59287	546
12847	455
100504176	2
19298	855
98193	2544
18611	66
12372	3
27222	3
98660	2
140559	916
16524	0
16513	1
67556	671
98365	3
93842	0
21346	24083
71870	3
100504192	2
240916	0
74748	5
677296	0
68440	633
100040320	35
12944	0
20219	0
18313	0
258759	0
258758	0
258880	0
258881	0
14125	174
258645	0
100504232	0
13349	24
94332	20
383619	731
240921	23
545384	1
623121	6
236312	1031
100033459	3
100504251	0
226691	9
15951	39
100504287	18
666028	9
100040462	2696
381308	112
15950	1974
26388	0
226695	8
258712	0
258711	0
258713	0
258717	0
259162	0
404222	0
258716	0
258715	0
258302	2
20739	663
258710	8
66289	0
258238	6
258709	9
258756	15
546747	0
54418	5
23893	0
24012	0
14194	5383
98256	66
13603	48
12663	249
75820	0
26909	1261
226720	0
319455	1
545388	119
545389	678
723921	1
76816	560
23797	407
30928	714
75589	0
69428	0
11566	4823
631584	1
545391	2
78825	2220
791357	12
75164	0
320110	101
66359	4922
51810	29050
68226	328
269152	18
69726	1033
433941	1968
15278	573
226744	303
109232	328
226747	3436
100503705	1
226751	300
67426	165
19165	2439
277333	6
320404	69
791296	20
381310	1
329305	0
11545	6061
72568	765
27217	0
666431	35
170760	2247
100504581	5
15078	1130
208768	2659
100504598	8
320202	0
69051	3501
13590	545
208795	321
13849	4
619326	1
67459	1473
98417	6245
226757	3352
329307	8
72978	3
403180	0
98386	5490
433384	6
13800	4
27058	2704
100504677	0
625823	0
13244	1385
67330	0
67948	712
209456	273
12334	134
170725	0
433386	0
96935	1
53791	0
73363	105
63953	53
15284	511
66112	1
67247	7484
226777	0
226778	0
98732	878
381314	1501
387189	0
387211	2
23827	400
107508	9838
319562	2
100039138	2
226781	9
114668	0
226791	94
21808	9
67223	4306
110957	0
74717	0
67769	491
100504534	142
100504550	0
26381	4
320272	0
22283	3
226823	334
16526	0
100042424	3012
100039307	0
108000	7137
19250	290
226830	2792
19130	1
100504619	0
320119	180
52477	1317
226841	16
226844	574
100125339	7
75558	0
68972	306
381318	448
381319	16
619288	1
11910	75
100504360	312
66208	4093
66950	670
226849	436
100504379	1
76843	1690
77065	415
226856	669
18005	829
98736	3
22782	147
74023	10
22033	138
100042625	1024
214742	394
100038712	27
16510	1
226861	40
320952	0
214791	0
100503471	0
329324	2
215193	746
54139	11
319266	407
215243	243
15483	324
100503531	0
14373	0
16780	6
215303	0
387201	0
18845	31
12490	4402
320400	110
320977	26
723963	0
387224	0
17221	32
12946	2194
12902	36
215748	279
18390	0
320495	43
100041224	0
56533	5
108853	745
67141	2934
22353	0
68632	400
64009	790
13982	88
100504234	1
73419	870
66084	937
381990	235
83397	15
270685	2014
213783	9
70337	0
76142	0
670558	0
215728	0
237253	46
18537	2905
320642	113
69912	2699
407824	65
16798	521
23924	1700
215751	570
100503695	10
67418	3185
237256	14
68652	2182
338362	7
70097	87
791352	2
320825	5
620417	0
78808	973
215772	2
67844	1017
382450	2
100038484	0
14816	0
268281	795
71865	644
13853	1
100503020	0
22288	666
320273	105
74732	530
66125	15335
22634	1
75122	1
353258	3009
215789	443
66848	1633
56535	616
66757	811
66253	336
15273	104
100504211	16
215798	8
100039571	203
66201	2365
76743	0
18101	0
100503049	0
100504235	0
17684	4338
378431	9
380629	74
73112	13019
19707	604
100045792	3
215814	228
215819	19
56016	14
215821	17
237300	0
73968	14
64058	59
21929	106
100504265	0
94222	0
15979	6452
237310	43
237313	19
76157	145
18634	2411
26408	292
17761	764
621697	185
72567	11874
71804	597
29863	36
52906	551
100038717	8
100504283	12
17863	13957
56422	1793
237320	4
76924	0
67692	0
432436	1
20393	129
114671	0
319887	93
379043	7
667281	10
606736	80
56554	4
100038752	0
353169	1
237336	1261
100504411	0
100038582	0
21412	0
14051	8
20042	239876
76306	38
26464	1
22361	0
111174	0
209512	0
493809	0
209513	0
215854	0
215855	0
215856	0
209517	0
435206	0
276742	0
435207	0
215859	1
382348	0
494546	0
503558	0
53331	1461
59012	0
14219	5
18605	137
209558	82
70208	730
11846	12
432442	302
13822	135
100504485	0
100504474	0
77220	0
100040851	0
268288	1
237339	423
667572	1
73910	695
16773	0
100040961	3
19272	10
210757	1
100504516	0
114676	3
67719	0
67412	0
212448	0
52665	62
68031	275
72780	0
100504540	0
66311	5314
73681	1101
100504586	28
66847	1019
211329	1408
15214	1
69692	2583
21987	1
100041294	11
268291	65
432450	1
76757	0
215890	0
215895	0
57430	0
212892	1
72580	403
414093	1
100504607	15
66521	4146
692132	0
270711	0
103511	0
215900	352
212898	10
22110	1274
72480	48
319638	861
12813	29
14302	0
100041585	156
319415	0
15182	5053
17118	269
100503712	0
100503757	0
215919	0
16775	0
66337	69
71924	320
327743	24
14360	529
100504626	1
103213	68
327744	91
19714	1285
213332	5
75299	5
72045	0
100041085	1
215928	9
215929	2
72472	1421
67239	4228
67371	3492
19850	301
11702	2904
78334	751
70840	0
70503	1
327747	7
71713	2105
83767	4
100504721	29
140741	0
103199	564
633979	0
268294	400
171580	320
20598	274
73075	1
53599	2828
75973	1
629461	0
103268	1206
140742	680
213402	1
624784	157
56484	100
215951	151
54198	11067
21907	0
14628	560
100502608	14
140740	2032
268297	22
109205	0
723945	0
74530	0
71365	106
331623	180
100042179	123
67851	1516
12484	12913
414125	0
76563	405
170728	313
11630	29
70365	0
11793	2155
12142	6
19072	1317
78977	0
23828	0
380669	1
209462	290
14806	2
77987	1676
20464	0
14727	50
14728	58
77296	0
210198	0
320995	0
71090	0
215031	0
19886	0
66686	11
94221	617
66650	0
52014	1760
22639	4
215085	0
100038725	313
100502820	3
18821	51
432460	0
100502868	0
71567	133
66403	5374
100042554	87
75906	117
17155	752
100502920	59
544696	132
73390	394
14609	460
791298	0
15500	386
56442	1794
18768	615
100504151	0
12140	5
100502970	3
57319	2386
100504180	0
100502899	0
74399	0
664783	0
245263	0
791309	12
70297	2066
110829	3810
19386	6383
100503037	344
100503579	519
76138	124
13608	0
103505	0
237353	0
103080	73
268301	109
18451	798
69836	0
18302	3
100502977	452
215999	91
216001	759
56709	295
100503588	15
74747	382
52717	2717
69090	1413
94214	7
53374	0
19156	1549
22295	20
74048	484
100302688	0
71279	533
107449	0
100503834	0
100503931	0
73616	0
13180	369
20397	364
65971	9
237360	0
18646	3
27355	3
18119	1
13688	2063
100503821	231
216011	267
237362	1
67895	9101
20224	3100
71767	1537
71361	107
404634	66
12817	1
432466	62
69894	18
11925	0
70423	70
21337	0
15275	3683
70162	104
216019	0
338359	908
74706	69
30930	1704
19073	56921
72320	846
56200	6486
94213	1866
216021	41
67500	7512
100217463	1
52463	493
73132	698
327762	1350
70432	421
432467	197
67307	8
68371	2
53404	0
68802	0
641387	87
67345	920
100502721	52
93759	409
30045	358
631906	0
216033	1
791346	0
216028	0
100502808	0
69433	0
28193	542
108829	2213
641340	814
13654	11
211488	1773
100038508	0
216049	3
170799	125
71371	388
100503521	0
73287	87
327766	7
320700	64
69288	45
12534	7300
11735	1
70557	0
76551	1398
69563	3
66859	6
71721	0
70911	0
319646	0
83675	0
319572	0
21780	3274
216080	787
100504436	0
52637	306
69718	1159
108950	0
100040505	6
52696	1483
11994	0
71236	0
14687	62
76877	9
110279	410
74392	577
11540	37
544707	7
103149	3
68778	264
67332	15534
192734	1
14598	5
23887	65
71733	29
104248	1403
13202	4245
103140	109
14871	47
75886	0
14872	955
17319	39758
70377	50
20587	3795
17385	10
103172	5728
333670	14
22364	4
333669	12
64453	242
64454	1
64452	0
15468	6
751554	0
20203	2
64451	39
18541	2261
76964	0
216119	206
54387	1050
16987	151
76573	1
14317	0
12834	0
12833	0
59093	206
100038479	0
20509	1864
12822	28
100169878	8
80294	719
110532	33
100045653	4
108707	1270
16414	293
108705	1282
20610	6803
22213	1461
100502831	0
670895	0
16697	0
100009614	0
100502921	0
16694	0
100502953	0
77763	0
100041250	0
100041261	0
634517	0
100041281	0
634504	0
675294	0
100503388	0
670880	0
100040299	0
100191037	0
544710	0
622629	0
100041351	0
252974	4
75188	0
237387	5
28240	15
67884	361
18641	1845
11634	0
54427	24
50723	35
100503488	0
28295	29
110816	812
216131	1617
28169	503
100041500	562
18114	8362
13014	2836
216134	953
791283	0
258224	0
216136	639
71709	25
257883	0
12365	0
70976	0
20513	0
258305	0
257734	0
18372	0
259044	0
259074	0
259042	0
18357	0
72128	135
624765	0
216144	0
624845	0
625029	0
50784	471
70427	157
21830	0
237397	1
216148	0
100503607	0
382384	0
17123	0
110012	1194
216150	2526
16904	9
12215	13265
15166	3
216151	457
67112	0
70294	2994
83554	7
73106	3301
100503626	9
18483	792
78906	0
414101	205
19205	4912
216152	1313
19152	133515
50701	107226
11537	2
216154	500
109284	3670
114229	11
13496	820
216156	5349
170483	10
216157	776
12798	1471
27403	699
70719	2419
66420	7741
625249	3364
216161	402
20869	200
100503659	707
66043	21865
59090	841
12696	1462
69770	1516
13637	7
68114	1309
75406	11964
14431	291
70248	7021
20054	124457
23805	15
66374	2262
18551	262
70335	310
100503741	10
66548	50
216166	0
100503758	6
237400	156
17192	6303
66594	0
21423	4046
246086	1
67331	0
66932	2163
118445	439
216169	3493
100113398	117
56214	1337
103236	2304
208198	683
17347	2464
208228	663
71564	231
11776	1109
208266	1279
78670	5372
20222	1758
11705	8
71912	14
18245	18737
237403	7
66094	852
73218	1407
432478	9
30055	15850
16907	1066
17873	838
14708	12
208666	0
106947	280
52551	2170
50492	1637
208677	14
26396	6366
16969	2766
59004	424
13629	2270
100217454	4
100503773	0
13144	1050
69678	0
69564	0
16467	1
103406	4
17179	995
66047	8281
57267	212
27375	62
18717	625
70312	1009
21390	88
209047	0
15353	1982
73822	33
432479	54
56371	1319
102115	2543
100503793	33
72273	19
18029	1600
319586	5
103425	2248
13611	584
14676	1583
14672	832
14797	7756
21886	25
114606	139
268319	21
50721	530
70615	375
100233208	8
666448	7
666458	0
73610	11
100040944	0
666738	4
666501	5
331188	1
666542	0
666548	0
100038681	145
666790	10
100503645	29
408062	165
327780	1
666584	10
216177	259
100038633	2
237411	291
100503696	2
237412	52
432480	0
544717	4143
21665	329
74782	23
67933	136
18045	2737
70003	2
50493	2103
66341	64
216185	234
58250	582
338365	1
28109	1595
216188	9
319277	1004
216190	162
69784	85
77976	3
216197	1511
216198	419
100503200	30
70428	811
71137	0
625690	18
237422	298
14202	26
103266	807
74238	198
12952	600
666974	40
74007	23
626858	0
103136	2018
72843	454
67341	2
28088	5308
270757	29
69754	1201
27204	100
78170	0
21859	273
100503291	1
627035	0
382395	0
66263	923
22027	30184
103220	45
103466	211
192188	2
83559	0
76640	1
100038674	0
17172	0
18478	0
16000	2
100503785	0
22172	29
110312	1
75317	291
626115	63
69736	3131
67282	1725
71712	220
432486	1275
20962	47
212862	331
109272	0
20728	8
237433	11
104303	549
70683	1664
216225	1
320091	1
237436	1448
20186	0
216227	0
213326	245
69002	8
67019	1278
75089	973
77531	1
100043039	309
100503963	0
544719	0
11783	553
67454	725
18674	44636
21917	10706
100503982	9
723955	0
100041799	0
110333	0
17997	822
380653	0
380654	6
237459	1302
13713	595
432488	228
16993	4845
15109	8
71761	11
237465	58
69878	400
74454	18
57764	67
667338	25
100504069	3857
327799	12
56307	19269
74923	0
723908	0
215008	286
13998	122
22025	323
66414	13176
215472	0
319880	14
67723	235
77048	2023
100504100	22
54712	1172
12905	291
216233	68
67270	12488
93765	926
71207	2235
414105	4
216238	1959
100504142	88
100504157	3
12226	752
13179	0
17022	0
16545	0
13516	0
100038699	0
66716	0
791295	0
67972	2170
382406	766
14426	178
67603	382
667502	2
100504202	7
71832	5
17311	1
100043224	0
100043227	0
100043231	0
100043235	0
100043239	0
100043247	0
237500	259
216274	1610
68281	507
66605	0
100504217	0
67569	8
67405	0
237504	0
216285	0
74978	0
103098	14
100504227	0
100043292	0
278279	16
627573	15
327812	0
216292	289
52713	2885
639162	3
321001	0
327814	0
380660	0
108030	0
17877	0
17878	0
237523	0
628870	16
17931	2581
114774	2
100504290	7
20979	0
368203	0
260315	2
109335	0
52679	168
13008	968
320150	655
432502	3096
237542	1561
71769	67
53605	23600
382421	30
21664	114
52705	2055
73690	321
639527	5
69286	1
67537	0
544736	0
353025	0
268345	0
382423	7321
237553	0
100504370	0
216343	0
66687	2249
216344	425
100038558	35
67226	583
66816	806
216345	1138
14160	3
77798	0
216350	1504
19279	13
619332	0
100504392	0
19263	0
58802	0
67342	0
100504412	1
72068	2339
100504423	87
237558	0
216363	395
71086	69
103175	0
382427	1
100038610	1
237560	0
12461	21489
327826	423
64050	4985
77397	0
17105	1544
17110	63
432508	3326
94118	0
70574	5
17246	1291
215436	134
103468	1771
100504499	527
215449	8214
17245	413
50929	0
116849	0
15978	0
69181	111
100038589	1
97640	0
71902	1797
74053	0
117599	910
73914	412
68212	5827
100504548	3
66225	1229
15364	177
321010	761
791076	12
100038546	0
70874	2
320183	7
100504616	7
380664	404
24117	1
100504636	0
74694	26
100043498	20
75612	264
192678	766
56480	876
73192	2413
216393	1
270802	173
117600	9
216394	0
668272	4
216395	1656
100043513	0
54140	0
319468	812
387251	5
67074	695
14479	3990
100042958	29
268354	0
75030	155
20503	116
320398	14
68876	1247
52468	761
723962	0
723882	0
11567	1
66399	3994
100504608	2
17299	3409
13115	1
216438	6
12567	15195
67125	1830
100504703	110
216439	116
216440	3406
14421	3050
216441	23
52666	308
80904	870
100038591	183
117150	212
16572	20
69654	3573
110962	678
13198	513
216443	1485
216445	740
14632	2
16326	1
16325	0
71750	1066
237611	19
407790	12
108037	2892
104080	0
16971	69
20852	636
17937	41
72243	90
210035	494
432516	3
21334	81
320080	170
11536	10
107605	0
103142	7
19683	0
380674	0
216453	0
216454	0
54150	0
70061	0
27400	0
100043618	479
19075	3388
17938	70370
56351	11551
11947	39690
751518	1
116848	1244
56516	603
216456	132
66701	786
17339	22
100502681	160
21853	2584
28194	14
103161	0
20847	361
83430	4
103135	418
56530	6082
12974	3708
210582	361
237615	204
72002	97
69917	2415
67588	568
68094	1966
17904	16397
216459	41
100502705	347
23943	1362
103284	428
67945	193572
18813	17498
13867	11
668459	9
27370	130439
22781	0
211389	190
19344	355
12566	661
20431	14
13139	49
78428	678
58223	38
73827	13
74330	191
66844	41
66118	8352
14561	2
12512	5157
19682	25
14533	6082
16404	1
71664	0
18373	0
258861	0
622733	0
544748	0
546487	0
258315	0
258863	0
257667	0
100504697	0
258862	0
258540	0
257666	0
257664	0
258232	0
258538	0
404321	0
258537	0
544749	0
258281	0
258723	0
257985	0
258724	0
258542	0
258069	0
258544	0
258935	0
258932	0
258150	0
258375	0
258933	0
258549	0
258929	0
258541	0
258282	0
258934	0
258547	0
258068	0
258548	0
258546	0
258931	0
258930	0
258321	0
258543	0
258545	0
258791	0
258252	0
259165	0
258665	0
258667	0
258773	0
100043200	0
258266	0
258670	0
258772	0
258666	0
258668	0
258669	0
258672	0
258671	0
258297	0
11923	0
67596	372
625068	4
623734	0
625109	0
625131	0
236604	793
78887	445
74203	2207
13494	4092
56218	188
791413	120
216505	1074
16886	351
193670	164
71523	53
100503029	213
237625	0
170835	6
114679	1154
29856	113
544752	2122
74522	569
74309	1
67430	14
75219	39
103710	100
21452	663
75342	2
64934	3110
53897	78
103655	13
380683	0
100503079	0
67900	1064
67815	220
71673	237
216516	16
67465	3167
103724	274
71962	35
18413	385
16878	10
75828	16
74302	890
327860	0
75452	383
66152	19856
67178	799
100503092	1
192650	0
